Company,Age,Salary,Place,Gender
Cognizant,-1.8105406230871575,-1.6935112716637597,Calcutta,M
Infosys,1.0693836428760408,-0.9489098448832841,Delhi,M
TCS,-1.3305532454266245,-0.9489098448832841,Mumbai,M
Infosys,-0.13058480127529182,-0.9362608965234799,Calcutta,M
TCS,0.46939942080037445,-0.1056466208963355,Chennai,M
TCS,-1.3305532454266245,0.013675125297817737,Mumbai,M
Infosys,0.22940573197010794,0.013675125297817737,Calcutta,M
TCS,-0.13058480127529182,-0.9299364223435778,Delhi,M
Infosys,2.629342620272773,-0.8713296282764849,Mumbai,M
TCS,-1.210556401011491,-0.17985378460718698,Calcutta,M
Infosys,-0.13058480127529182,0.24641577511821555,Chennai,M
TCS,-0.13058480127529182,0.7730336584980649,Mumbai,f
Infosys,-1.210556401011491,1.5568468251939338,Calcutta,f
TCS,0.10940888755497469,1.304711121221836,Delhi,f
Cognizant,1.4293741761214405,1.7006232048837084,Pondicherry,f
Cognizant,-1.210556401011491,0.013675125297817737,Cochin,M
Cognizant,-0.13058480127529182,-1.3562059820689802,Pondicherry,M
Cognizant,1.4293741761214405,0.013675125297817737,Mumbai,M
Cognizant,-1.210556401011491,-0.9767375312748534,Calcutta,M
Infosys,1.4293741761214405,-0.5129427580820317,Delhi,M
TCS,0.10940888755497469,-0.09131114608855737,Mumbai,M
Infosys,-1.210556401011491,1.2444178007067692,Cochin,f
TCS,-0.13058480127529182,1.5909989857654052,Chennai,f
TCS,0.10940888755497469,0.013675125297817737,Mumbai,M
TCS,0.10940888755497469,-1.244051973278716,Delhi,M
Infosys,-0.13058480127529182,-0.8502480476768112,Mumbai,M
TCS,-1.210556401011491,-0.39066959060392414,Cochin,M
Infosys,-0.13058480127529182,0.07776313032082584,Chennai,M
TCS,-0.13058480127529182,0.12835892376004276,Mumbai,M
Infosys,-1.210556401011491,1.4910722937229517,Calcutta,M
TCS,0.10940888755497469,1.4910722937229517,Mumbai,f
Cognizant,1.4293741761214405,1.9502291191838452,Mumbai,f
Cognizant,-1.210556401011491,0.013675125297817737,Mumbai,M
Cognizant,0.10940888755497469,-1.7546478554028135,Noida,M
Cognizant,1.4293741761214405,0.013675125297817737,Hyderabad,M
Cognizant,-0.13058480127529182,-1.6935112716637597,Calcutta,M
Infosys,1.4293741761214405,-0.8502480476768112,Mumbai,M
Infosys,-1.210556401011491,1.4910722937229517,Calcutta,f
TCS,0.10940888755497469,0.1701004533473967,Mumbai,f
TCS,-1.4505500898417576,-0.10185193638839422,Mumbai,f
Infosys,-0.25058164569042507,-0.06432672292097501,Noida,M
TCS,0.10940888755497469,-0.9299364223435778,Hyderabad,M
Infosys,2.14935524261224,-0.8713296282764849,Calcutta,M
TCS,-0.13058480127529182,0.7730336584980649,Cochin,f
TCS,-0.13058480127529182,1.304711121221836,Mumbai,M
Cognizant,0.9493867984609075,1.7006232048837084,Calcutta,f
Cognizant,-0.13058480127529182,-1.3562059820689802,Mumbai,M
Cognizant,1.4293741761214405,-0.9349960016874995,Cochin,M
Cognizant,-1.210556401011491,-0.9767375312748534,Noida,M
Infosys,1.4293741761214405,-0.5129427580820317,Hyderabad,M
TCS,0.10940888755497469,-0.09131114608855737,Calcutta,M
Infosys,-1.210556401011491,1.2444178007067692,Mumbai,M
TCS,0.10940888755497469,1.5909989857654052,Calcutta,f
Infosys,1.4293741761214405,-0.5129427580820317,Delhi,f
TCS,0.10940888755497469,-0.09131114608855737,Mumbai,f
Infosys,-1.210556401011491,1.2444178007067692,Cochin,M
